Date,BVR_WaterLevel_m
2012-10-26T05:00:00Z,11.5
2012-11-02T05:00:00Z,11.6
2012-11-09T05:00:00Z,11.6
2012-11-15T05:00:00Z,11.6
2012-11-30T05:00:00Z,11.6
2012-12-20T05:00:00Z,11.7
2013-01-17T05:00:00Z,12.1
2013-01-31T05:00:00Z,12.5
2013-02-12T05:00:00Z,12.7
2013-03-11T05:00:00Z,13
2013-04-22T05:00:00Z,12.9
2013-05-10T05:00:00Z,13.1
2013-05-31T05:00:00Z,13.1
2013-06-14T05:00:00Z,13.1
2013-06-27T05:00:00Z,13.1
2013-07-18T05:00:00Z,13.1
2013-08-16T05:00:00Z,13.1
2013-08-22T05:00:00Z,13.1
2013-08-30T05:00:00Z,13.1
2013-09-10T05:00:00Z,13
2013-09-20T05:00:00Z,13
2013-10-03T05:00:00Z,13
2013-10-10T05:00:00Z,13
2013-10-24T05:00:00Z,13
2013-11-01T05:00:00Z,12.9
2013-11-07T05:00:00Z,12.9
2013-11-14T05:00:00Z,12.9
2013-12-05T05:00:00Z,12.9
2013-12-19T05:00:00Z,13
2014-01-02T05:00:00Z,13
2014-01-09T05:00:00Z,13.1
2014-01-17T05:00:00Z,13.1
2014-02-12T05:00:00Z,13.1
2014-02-25T05:00:00Z,13.1
2014-03-10T05:00:00Z,13.1
2014-03-20T05:00:00Z,13.1
2014-03-28T05:00:00Z,13.1
2014-04-11T05:00:00Z,13.1
2014-04-22T05:00:00Z,13.1
2014-04-28T05:00:00Z,13.1
2014-04-30T05:00:00Z,13.1
2014-05-01T05:00:00Z,13.1
2014-05-05T05:00:00Z,13
2014-05-06T05:00:00Z,13
2014-05-08T05:00:00Z,13
2014-05-12T05:00:00Z,12.9
2014-05-14T05:00:00Z,12.9
2014-05-16T05:00:00Z,12.9
2014-05-19T05:00:00Z,12.9
2014-05-22T05:00:00Z,12.9
2014-05-27T05:00:00Z,12.9
2014-05-30T05:00:00Z,12.7
2014-06-02T05:00:00Z,12.6
2014-06-05T05:00:00Z,12.6
2014-06-09T05:00:00Z,12.5
2014-06-11T05:00:00Z,12.5
2014-06-13T05:00:00Z,12.6
2014-06-18T05:00:00Z,12.5
2014-06-24T05:00:00Z,12.3
2014-06-27T05:00:00Z,12.2
2014-07-08T05:00:00Z,12
2014-07-14T05:00:00Z,11.9
2014-07-17T05:00:00Z,11.8
2014-07-22T05:00:00Z,11.7
2014-07-29T05:00:00Z,11.6
2014-08-06T05:00:00Z,11.4
2014-08-11T05:00:00Z,11.4
2014-08-15T05:00:00Z,11.4
2014-08-21T05:00:00Z,11.3
2014-08-28T05:00:00Z,11.3
2014-09-05T05:00:00Z,11.3
2014-09-15T05:00:00Z,11.2
2014-09-25T05:00:00Z,11.2
2014-10-01T05:00:00Z,11.2
2014-10-09T05:00:00Z,11.2
2014-10-16T05:00:00Z,11.2
2014-11-05T05:00:00Z,11.2
2014-11-12T05:00:00Z,11.1
2014-11-21T05:00:00Z,11.1
2014-12-05T05:00:00Z,11.2
2014-12-18T05:00:00Z,11.1
2015-01-08T05:00:00Z,11.1
2015-01-22T05:00:00Z,11.1
2015-02-12T05:00:00Z,11.1
2015-03-09T05:00:00Z,11.3
2015-03-18T05:00:00Z,11.2
2015-03-27T05:00:00Z,11.2
2015-04-03T05:00:00Z,11.1
2015-04-20T05:00:00Z,11.4
2015-05-01T05:00:00Z,11.2
2015-05-15T05:00:00Z,11.2
2015-05-26T05:00:00Z,11.3
2015-05-27T05:00:00Z,11.3
2015-06-11T05:00:00Z,11.1
2015-06-18T05:00:00Z,11.2
2015-06-23T05:00:00Z,11.1
2015-07-03T05:00:00Z,11.3
2015-07-07T05:00:00Z,11.2
2015-07-21T05:00:00Z,11.3
2015-07-29T05:00:00Z,11.2
2015-08-11T05:00:00Z,11.2
2015-08-20T05:00:00Z,11.1
2015-08-27T05:00:00Z,11.1
2015-09-03T05:00:00Z,11.1
2015-09-11T05:00:00Z,11.1
2015-09-22T05:00:00Z,11.2
2015-09-28T05:00:00Z,11.2
2015-10-02T05:00:00Z,11.5
2015-10-05T05:00:00Z,11.6
2015-10-09T05:00:00Z,11.6
2015-10-16T05:00:00Z,11.4
2015-10-22T05:00:00Z,11.3
2015-10-29T05:00:00Z,11.4
2015-11-10T05:00:00Z,11.2
2015-11-17T05:00:00Z,11.3
2015-11-24T05:00:00Z,11.3
2015-12-03T05:00:00Z,11.3
2015-12-11T05:00:00Z,11.3
2015-12-16T05:00:00Z,11.2
2015-12-22T05:00:00Z,11.3
2015-12-30T05:00:00Z,11.3
2016-01-07T05:00:00Z,11.3
2016-01-20T05:00:00Z,11.2
2016-02-04T05:00:00Z,11.3
2016-02-12T05:00:00Z,11.3
2016-02-24T05:00:00Z,11.7
2016-02-25T05:00:00Z,11.7
2016-03-02T05:00:00Z,11.5
2016-03-08T05:00:00Z,11.7
2016-03-17T05:00:00Z,11.8
2016-03-23T05:00:00Z,11.7
2016-04-01T05:00:00Z,11.6
2016-04-08T05:00:00Z,11.6
2016-04-14T05:00:00Z,11.5
2016-04-28T05:00:00Z,11.4
2016-05-12T05:00:00Z,11.6
2016-05-26T05:00:00Z,11.4
2016-06-10T05:00:00Z,11.3
2016-06-29T05:00:00Z,11.3
2016-07-13T05:00:00Z,11.3
2016-07-25T05:00:00Z,11.2
2016-08-12T05:00:00Z,11.3
2016-08-25T05:00:00Z,11.2
2016-09-30T05:00:00Z,11.6
2016-10-06T05:00:00Z,11.7
2016-10-12T05:00:00Z,12
2016-10-20T05:00:00Z,12
2016-10-27T05:00:00Z,11.7
2016-11-04T05:00:00Z,11.5
2016-11-10T05:00:00Z,11.4
2016-11-16T05:00:00Z,11.2
2016-11-30T05:00:00Z,11.2
2016-12-09T05:00:00Z,11.2
2016-12-14T05:00:00Z,11.1
2016-12-21T05:00:00Z,11
2016-12-28T05:00:00Z,11
2017-01-06T05:00:00Z,10.9
2017-01-11T05:00:00Z,10.9
2017-01-18T05:00:00Z,10.9
2017-01-26T05:00:00Z,11
2017-02-03T05:00:00Z,11
2017-02-24T05:00:00Z,11
2017-03-09T05:00:00Z,11
2017-03-17T05:00:00Z,10.9
2017-04-07T05:00:00Z,10.9
2017-04-14T05:00:00Z,10.9
2017-04-19T05:00:00Z,10.8
2017-04-27T05:00:00Z,11.2
2017-05-19T05:00:00Z,11.2
2017-06-02T05:00:00Z,11.2
2017-06-08T05:00:00Z,11.2
2017-06-16T05:00:00Z,11.2
2017-06-23T05:00:00Z,11.1
2017-06-29T05:00:00Z,10.9
2017-07-07T05:00:00Z,10.5
2017-07-14T05:00:00Z,10
2017-07-19T05:00:00Z,9.8
2017-07-28T05:00:00Z,9.7
2017-08-10T05:00:00Z,9.9
2017-08-18T05:00:00Z,9.9
2017-08-25T05:00:00Z,10
2017-08-30T05:00:00Z,10
2017-09-07T05:00:00Z,10
2017-09-13T05:00:00Z,10
2017-09-22T05:00:00Z,10.1
2017-09-27T05:00:00Z,10.1
2017-10-06T05:00:00Z,10.1
2017-10-12T05:00:00Z,10.2
2017-10-20T05:00:00Z,10.2
2017-10-27T05:00:00Z,10.3
2017-11-03T05:00:00Z,10.3
2017-11-14T05:00:00Z,10.3
2017-12-01T05:00:00Z,10.4
2017-12-06T05:00:00Z,10.4
2017-12-12T05:00:00Z,10.4
2017-12-20T05:00:00Z,10.4
2017-12-28T05:00:00Z,10.4
2018-01-05T05:00:00Z,10.4
2018-01-24T05:00:00Z,10.6
2018-02-16T05:00:00Z,10.6
2018-03-02T05:00:00Z,10.8
2018-03-08T05:00:00Z,11.1
2018-03-15T05:00:00Z,11.1
2018-03-23T05:00:00Z,11.2
2018-03-29T05:00:00Z,11.2
2018-04-05T05:00:00Z,11.1
2018-04-13T05:00:00Z,11.1
2018-04-20T05:00:00Z,11.1
2018-04-26T05:00:00Z,11.3
2018-05-04T05:00:00Z,11.2
2018-05-10T05:00:00Z,11.2
2018-05-11T05:00:00Z,11.2
2018-05-17T05:00:00Z,11.25
2018-05-18T05:00:00Z,11.5
2018-05-24T05:00:00Z,11.8
2018-05-31T05:00:00Z,11.8
2018-06-01T05:00:00Z,11.8
2018-06-07T05:00:00Z,11.6
2018-06-14T05:00:00Z,11.5
2018-06-15T05:00:00Z,11.5
2018-06-21T05:00:00Z,11.3
2018-06-28T05:00:00Z,11.2
2018-07-02T05:00:00Z,11.1
2018-07-05T05:00:00Z,11.1
2018-07-12T05:00:00Z,11
2018-07-13T05:00:00Z,11
2018-07-17T05:00:00Z,10.9
2018-07-26T05:00:00Z,10.95
2018-08-03T05:00:00Z,10.9
2018-08-07T05:00:00Z,10.9
2018-08-09T05:00:00Z,10.9
2018-08-14T05:00:00Z,10.9
2018-08-16T05:00:00Z,10.8
2018-08-22T05:00:00Z,10.8
2018-08-24T05:00:00Z,10.7
2018-08-31T05:00:00Z,10.7
2018-09-07T05:00:00Z,10.3
2018-09-10T05:00:00Z,10.4
2018-09-12T05:00:00Z,10.5
2018-09-17T05:00:00Z,10.7
2018-09-19T05:00:00Z,10.8
2018-09-21T05:00:00Z,10.9
2018-09-24T05:00:00Z,11
2018-09-28T05:00:00Z,11.1
2018-10-03T05:00:00Z,11
2018-10-05T05:00:00Z,11.1
2018-10-08T05:00:00Z,11
2018-10-12T05:00:00Z,11.3
2018-10-18T05:00:00Z,11.3
2018-10-19T05:00:00Z,11.2
2018-10-24T05:00:00Z,11.1
2018-11-01T05:00:00Z,11.1
2018-11-08T05:00:00Z,11.1
2018-11-14T05:00:00Z,11.1
2018-11-16T05:00:00Z,11.3
2018-11-20T05:00:00Z,11.2
2018-11-29T05:00:00Z,11.1
2018-12-06T05:00:00Z,11.1
2018-12-19T05:00:00Z,11.1
2018-12-27T05:00:00Z,11.4
2019-01-04T05:00:00Z,11.4
2019-01-11T05:00:00Z,11.4
2019-01-17T05:00:00Z,11.3
2019-01-24T05:00:00Z,11.3
2019-02-01T05:00:00Z,11.2
2019-02-07T05:00:00Z,11.2
2019-02-12T05:00:00Z,11.2
2019-02-27T05:00:00Z,11.7
2019-03-07T05:00:00Z,11.7
2019-03-13T05:00:00Z,11.7
2019-03-22T05:00:00Z,11.6
2019-03-28T05:00:00Z,11.4
2019-04-04T05:00:00Z,11.3
2019-04-08T05:00:00Z,11.2
2019-04-11T05:00:00Z,11.3
2019-04-18T05:00:00Z,11.5
2019-04-26T05:00:00Z,11.5
2019-04-29T05:00:00Z,11.4
2019-05-02T05:00:00Z,11.4
2019-05-09T05:00:00Z,11.2
2019-05-15T05:00:00Z,11.2
2019-05-16T05:00:00Z,11.2
2019-05-23T05:00:00Z,11.2
2019-05-24T05:00:00Z,11.1
2019-05-30T05:00:00Z,11.1
2019-05-31T05:00:00Z,11.1
2019-06-06T05:00:00Z,11.1
2019-06-13T05:00:00Z,11.2
2019-06-20T05:00:00Z,11.1
2019-06-27T05:00:00Z,11.1
2019-07-03T05:00:00Z,11.149999999999999
2019-07-11T05:00:00Z,11.1
2019-07-18T05:00:00Z,11
2019-08-01T05:00:00Z,11
2019-08-02T05:00:00Z,11
2019-08-06T05:00:00Z,11.1
2019-08-08T05:00:00Z,11.1
2019-08-14T05:00:00Z,11
2019-08-15T05:00:00Z,11
2019-08-22T05:00:00Z,11
2019-08-28T05:00:00Z,11
2019-09-04T05:00:00Z,10.9
2019-09-11T05:00:00Z,10.9
2019-09-19T05:00:00Z,10.8
2019-09-20T05:00:00Z,10.7
2019-09-26T05:00:00Z,10.6
2019-10-03T05:00:00Z,10.5
2019-10-04T05:00:00Z,10.5
2019-10-15T05:00:00Z,10.4
2019-10-18T05:00:00Z,10.3
2019-10-24T05:00:00Z,10.5
2019-10-29T05:00:00Z,10.4
2019-11-05T05:00:00Z,10.4
2019-11-12T05:00:00Z,10.4
2019-11-26T05:00:00Z,10.2
2019-12-05T05:00:00Z,10.3
2019-12-06T05:00:00Z,10.3
2019-12-12T05:00:00Z,10.2
2019-12-18T05:00:00Z,10.3
2019-12-26T05:00:00Z,10.2
2020-01-01T05:00:00Z,10.2
2020-01-06T05:00:00Z,10.2
2020-01-15T05:00:00Z,10.3
2020-01-23T05:00:00Z,10.3
2020-01-30T05:00:00Z,10.2
2020-02-05T05:00:00Z,10.3
2020-02-13T05:00:00Z,10.7
2020-02-21T05:00:00Z,10.7
2020-02-28T05:00:00Z,10.6
2020-03-05T05:00:00Z,10.8
2020-03-09T05:00:00Z,10.7
2020-03-17T05:00:00Z,10.9
2020-03-24T05:00:00Z,10.7
2020-04-02T05:00:00Z,11
2020-04-08T05:00:00Z,10.9
2020-04-16T05:00:00Z,11.3
2020-04-21T05:00:00Z,11.2
2020-04-28T05:00:00Z,11.3
2020-05-07T05:00:00Z,11.3
2020-05-14T05:00:00Z,11.2
2020-05-22T05:00:00Z,11.8
2020-05-26T05:00:00Z,11.9
2020-06-04T05:00:00Z,11.9
2020-06-22T05:00:00Z,12.3
2020-07-01T05:00:00Z,12.1
2020-08-05T05:00:00Z,11.2
2020-08-13T05:00:00Z,11.1
2020-08-21T05:00:00Z,11.1
2020-09-18T05:00:00Z,11
2020-09-30T05:00:00Z,11
2020-10-09T05:00:00Z,11
2020-10-16T05:00:00Z,11
2020-10-23T05:00:00Z,10.9
