"dateTime","APCPsfc_110_SFC_acc1h","APCPsfc_110_SFC_acc1h.1","APCPsfc_110_SFC_acc1h.2","APCPsfc_110_SFC_acc1h.3"
2020-01-03 11:00:00,0.0711999982595444,0,0.0007999999797903,0
2020-01-03 12:00:00,0,0,0,0
2020-01-03 13:00:00,0,0,0,0
2020-01-03 14:00:00,0,0,0,0
2020-01-03 15:00:00,0,0,0,0
2020-01-03 16:00:00,0,0,0.0111999996006489,0.0384000018239021
2020-01-03 17:00:00,0.514400005340576,0.55239999294281,0.488400012254715,0.446799993515015
2020-01-03 18:00:00,0.846800029277802,0.832799971103668,0.829999983310699,0.755999982357025
2020-01-03 19:00:00,0.79559999704361,0.898400008678436,0.940400004386902,0.970000028610229
2020-01-03 20:00:00,0.0368000008165836,0.0467999987304211,0.343199998140335,0.413199990987778
2020-01-03 21:00:00,0.0299999993294477,0.131999999284744,0.157600000500679,0.173600003123283
2020-01-03 22:00:00,0,0,0.00039999998989515,0
2020-01-03 23:00:00,0.0375999994575977,0.0211999993771315,0.276399999856949,0.229200005531311
2020-01-04 00:00:00,0.140000000596046,0.167600005865097,0.263999998569489,0.389999985694885
2020-01-04 01:00:00,0,0,0,0
2020-01-04 02:00:00,0,0,0,0.0236000008881092
2020-01-04 03:00:00,0.263599991798401,0.301600009202957,0.23199999332428,0.24600000679493
2020-01-04 04:00:00,0.0542000010609627,0.00860000029206276,0.0306000001728535,0.0331999994814396
2020-01-04 05:00:00,0.230399996042252,0.254000008106232,0.117600001394749,0.124799996614456
2020-01-04 06:00:00,0,0,0,0
2020-01-04 07:00:00,0.20720000565052,0.0260000005364418,0.0167999994009733,0
2020-01-04 08:00:00,0,0.000199999994947575,0,0
2020-01-04 09:00:00,0,0,0.0007999999797903,0.0196000002324581
2020-01-04 10:00:00,0.112000003457069,0.0136000001803041,0.275599986314774,0.184799998998642
2020-01-04 11:00:00,0.0260000005364418,0.0172000005841255,0.24439999461174,0.230800002813339
2020-01-04 12:00:00,0,0.00960000045597553,0.0127999996766448,0.00719999987632036
2020-01-04 13:00:00,0.0368000008165836,0,0.226799994707108,0.061999998986721
2020-01-04 14:00:00,0.134200006723404,0,0,0
2020-01-04 15:00:00,0.00100000004749745,0,0,0
2020-01-04 16:00:00,0,0,0,0
2020-01-04 17:00:00,0.00120000005699694,0,0,0
2020-01-04 18:00:00,0.455799996852875,0.0127999996766448,0.0790000036358833,0
2020-01-04 19:00:00,1.06900000572205,1.65680003166199,2.71000003814697,1.66180002689362
2020-01-04 20:00:00,0,0.00100000004749745,0,0
2020-01-04 21:00:00,0.0364000014960766,0,0,0
2020-01-04 22:00:00,0.133599996566772,0,0,0
2020-01-04 23:00:00,0,0,0,0
2020-01-05 00:00:00,0,0,0,0
2020-01-05 01:00:00,0,0,0,0
2020-01-05 02:00:00,0,0,0,0
2020-01-05 03:00:00,0,0,0,0
2020-01-05 04:00:00,0,0,0,0
2020-01-05 05:00:00,0,0,0,0
2020-01-05 06:00:00,0,0,0,0
2020-01-05 07:00:00,0,0,0,0
2020-01-05 08:00:00,0,0,0,0
2020-01-05 09:00:00,0,0,0,0
2020-01-05 10:00:00,0,0,0,0
2020-01-05 11:00:00,0,0,0,0
2020-01-05 12:00:00,0,0,0,0
2020-01-05 13:00:00,0,0,0,0
2020-01-05 14:00:00,0,0,0,0
2020-01-05 15:00:00,0,0,0,0
2020-01-05 16:00:00,0,0,0,0
2020-01-05 17:00:00,0,0,0,0
2020-01-05 18:00:00,0,0,0,0
2020-01-05 19:00:00,0,0,0,0
2020-01-05 20:00:00,0,0,0,0
2020-01-05 21:00:00,0,0,0,0
2020-01-05 22:00:00,0,0,0,0
2020-01-05 23:00:00,0,0,0,0
2020-01-06 00:00:00,0,0,0,0
2020-01-06 01:00:00,0,0,0,0
2020-01-06 02:00:00,0,0,0,0
2020-01-06 03:00:00,0,0,0,0
2020-01-06 04:00:00,0,0,0,0
2020-01-06 05:00:00,0,0,0,0
2020-01-06 06:00:00,0,0,0,0
2020-01-06 07:00:00,0,0,0,0
2020-01-06 08:00:00,0,0,0,0
2020-01-06 09:00:00,0,0,0,0
2020-01-06 10:00:00,0,0,0,0
2020-01-06 11:00:00,0,0,0,0
2020-01-06 12:00:00,0,0,0,0
2020-01-06 13:00:00,0,0,0,0
2020-01-06 14:00:00,0,0,0,0
2020-01-06 15:00:00,0,0,0,0
2020-01-06 16:00:00,0,0,0,0
2020-01-06 17:00:00,0,0,0,0
2020-01-06 18:00:00,0,0,0,0
2020-01-06 19:00:00,0,0,0,0
2020-01-06 20:00:00,0,0,0,0
2020-01-06 21:00:00,0,0,0,0
2020-01-06 22:00:00,0,0,0,0
2020-01-06 23:00:00,0,0,0,0
2020-01-07 00:00:00,0,0,0,0
2020-01-07 01:00:00,0,0,0,0
2020-01-07 02:00:00,0,0,0,0
2020-01-07 03:00:00,0,0,0,0
2020-01-07 04:00:00,0,0,0,0
2020-01-07 05:00:00,0,0,0,0
2020-01-07 06:00:00,0,0,0,0
2020-01-07 07:00:00,0,0,0,0
2020-01-07 08:00:00,0,0,0,0
2020-01-07 09:00:00,0,0,0,0
2020-01-07 10:00:00,0,0,0,0
2020-01-07 11:00:00,0,0,0,0
2020-01-07 12:00:00,0,0,0,0
2020-01-07 13:00:00,0.203999996185303,0.16609999537468,0.293999999761581,0.304199993610382
2020-01-07 14:00:00,1.02540004253387,0.923799991607666,1.15400004386902,0.967599987983704
2020-01-07 15:00:00,2.46760010719299,2.4326000213623,3.13619995117188,2.82119989395142
2020-01-07 16:00:00,0.502699971199036,0.619499981403351,0.6875,1.09899997711182
2020-01-07 17:00:00,0.24379999935627,0.270300000905991,0.216700002551079,0.224600002169609
2020-01-07 18:00:00,0.259999990463257,0.31479999423027,0.272000014781952,0.302199989557266
2020-01-07 19:00:00,0,0,0,0
2020-01-07 20:00:00,0,0,0,0
2020-01-07 21:00:00,0.0124000003561378,0.00439999997615814,0,0
2020-01-07 22:00:00,0.00170000002253801,9.99999974737875e-05,0,0
2020-01-07 23:00:00,0,0,0,0
2020-01-08 00:00:00,0.00999999977648258,0.00260000000707805,0,0
2020-01-08 01:00:00,0,0,0,0
2020-01-08 02:00:00,0,0,0,0
2020-01-08 03:00:00,0,0,0,0
2020-01-08 04:00:00,0,0,0,0
2020-01-08 05:00:00,0,0,0,0
2020-01-08 06:00:00,0,0,0,0
2020-01-08 07:00:00,0,0,0,0
2020-01-08 08:00:00,0,0,0,0
2020-01-08 09:00:00,0,0,0,0
2020-01-08 10:00:00,0,0,0,0
2020-01-08 11:00:00,0,0,0,0
2020-01-08 12:00:00,0,0,0,0
2020-01-08 13:00:00,0,0,0,0
2020-01-08 14:00:00,0,0,0,0
2020-01-08 15:00:00,0,0,0,0
2020-01-08 16:00:00,0,0,0,0
2020-01-08 17:00:00,0,0,0,0
2020-01-08 18:00:00,0,0,0,0
2020-01-08 19:00:00,0,0,0,0
2020-01-08 20:00:00,0,0,0,0
2020-01-08 21:00:00,0,0,0,0
2020-01-08 22:00:00,0,0,0,0
2020-01-08 23:00:00,0,0,0,0
2020-01-09 00:00:00,0,0,0,0
2020-01-09 01:00:00,0,0,0,0
2020-01-09 02:00:00,0,0,0,0
2020-01-09 03:00:00,0,0,0,0
2020-01-09 04:00:00,0,0,0,0
2020-01-09 05:00:00,0,0,0,0
2020-01-09 06:00:00,0,0,0,0
2020-01-09 07:00:00,0,0,0,0
2020-01-09 08:00:00,0,0,0,0
2020-01-09 09:00:00,0,0,0,0
2020-01-09 10:00:00,0,0,0,0
2020-01-09 11:00:00,0,0,0,0
2020-01-09 12:00:00,0,0,0,0
2020-01-09 13:00:00,0,0,0,0
2020-01-09 14:00:00,0,0,0,0
2020-01-09 15:00:00,0,0,0,0
2020-01-09 16:00:00,0,0,0,0
2020-01-09 17:00:00,0,0,0,0
2020-01-09 18:00:00,0,0,0,0
2020-01-09 19:00:00,0,0,0,0
2020-01-09 20:00:00,0,0,0,0
2020-01-09 21:00:00,0,0,0,0
2020-01-09 22:00:00,0,0,0,0
2020-01-09 23:00:00,0,0,0,0
2020-01-10 00:00:00,0,0,0,0
2020-01-10 01:00:00,0,0,0,0
2020-01-10 02:00:00,0,0,0,0
2020-01-10 03:00:00,0,0,0,0
2020-01-10 04:00:00,0,0,0,0
2020-01-10 05:00:00,0,0,0,0
2020-01-10 06:00:00,0,0,0,0
2020-01-10 07:00:00,0,0,0,0
2020-01-10 08:00:00,0,0,0,0
2020-01-10 09:00:00,0,0,0,0
2020-01-10 10:00:00,0,0,0,0
2020-01-10 11:00:00,0,0,0,0
2020-01-10 12:00:00,0,0,0,0
2020-01-10 13:00:00,0,0,0,0
2020-01-10 14:00:00,0,0,0,0
2020-01-10 15:00:00,0,0,0,0
2020-01-10 16:00:00,0,0,0,0
2020-01-10 17:00:00,0,0,0,0
2020-01-10 18:00:00,0.102399997413158,0.00400000018998981,0.0399999991059303,0
2020-01-10 19:00:00,0.736400008201599,0.743600010871887,0.577199995517731,0.543200016021729
2020-01-10 20:00:00,0.0416000001132488,0.0179999992251396,0.157600000500679,0.0476000010967255
2020-01-10 21:00:00,0.0052000000141561,0.0175999999046326,0.124799996614456,0.178000003099442
2020-01-10 22:00:00,0,0,0,0
2020-01-10 23:00:00,0,0,0,0
2020-01-11 00:00:00,0,0,0,0
2020-01-11 01:00:00,0,0,0,0
2020-01-11 02:00:00,0,0,0,0
2020-01-11 03:00:00,0,0,0,0
2020-01-11 04:00:00,0,0,0,0
2020-01-11 05:00:00,0,0,0,0
2020-01-11 06:00:00,0,0,0,0
2020-01-11 07:00:00,0,0,0.0175999999046326,0
2020-01-11 08:00:00,0.339199990034103,0.342400014400482,0.236800000071526,0.236000001430511
2020-01-11 09:00:00,0.637600004673004,0.614400029182434,0.529600024223328,0.608799993991852
2020-01-11 10:00:00,0.339199990034103,0.342400014400482,0.240799993276596,0.2567999958992
2020-01-11 11:00:00,0.323200017213821,0.357600033283234,0.304000020027161,0.280800014734268
2020-01-11 12:00:00,0.129600003361702,0.0671999976038933,0.34400001168251,0.143999993801117
2020-01-11 13:00:00,0.400799989700317,0.432000011205673,0.339199990034103,0.368000000715256
2020-01-11 14:00:00,0.235200002789497,0.240799993276596,0.255199998617172,0.252000004053116
2020-01-11 15:00:00,0.227200001478195,0.24040000140667,0.224000006914139,0.1891999989748
2020-01-11 16:00:00,0.393599987030029,0.421600013971329,0.275999993085861,0.289600014686584
2020-01-11 17:00:00,0.236000001430511,0.240799993276596,0.131999999284744,0.159199997782707
2020-01-11 18:00:00,0.00400000018998981,0,0.122400000691414,0.092799998819828
2020-01-11 19:00:00,0,0,0.092799998819828,0.064800001680851
2020-01-11 20:00:00,0.0384000018239021,0.00960000138729811,0.34400001168251,0.244800001382828
2020-01-11 21:00:00,0.0375999994575977,0.0104000000283122,0.329600006341934,0.245600000023842
2020-01-11 22:00:00,0.0007999999797903,0,0.0599999986588955,0.0280000008642673
2020-01-11 23:00:00,0.0384000018239021,0.0104000000283122,0.391200006008148,0.245600000023842
2020-01-12 00:00:00,0.694400012493134,0.0751999989151955,0.317600011825562,0.20720000565052
2020-01-12 01:00:00,0.317600011825562,0.292800009250641,0.31920000910759,0.214399993419647
2020-01-12 02:00:00,0.671999990940094,0.44080001115799,0.46000000834465,0.31920000910759
2020-01-12 03:00:00,0.796800017356873,0.340400010347366,0.583199977874756,0.336800009012222
2020-01-12 04:00:00,13.9407997131348,14.2368001937866,12.2080001831055,13.0544004440308
2020-01-12 05:00:00,1.75039994716644,2.19359993934631,2.57599997520447,3.25839996337891
2020-01-12 06:00:00,0,0,0,0
2020-01-12 07:00:00,0.0856000036001205,0.0864000022411346,0,0
2020-01-12 08:00:00,0.00039999998989515,0,0,0
2020-01-12 09:00:00,0.000199999994947575,0,0.00480000022798777,0
2020-01-12 10:00:00,0,0,0,0
2020-01-12 11:00:00,0,0,0,0
2020-01-12 12:00:00,0,0,0,0
2020-01-12 13:00:00,0,0,0,0
2020-01-12 14:00:00,0,0,0,0
2020-01-12 15:00:00,0,0,0,0
2020-01-12 16:00:00,0,0,0,0
2020-01-12 17:00:00,0,0,0,0
2020-01-12 18:00:00,0,0,0,0
2020-01-12 19:00:00,0,0,0,0
2020-01-12 20:00:00,0,0,0,0
2020-01-12 21:00:00,0,0,0,0
2020-01-12 22:00:00,0,0,0,0
2020-01-12 23:00:00,0,0,0,0
2020-01-13 00:00:00,0,0,0,0
2020-01-13 01:00:00,0,0,0,0
2020-01-13 02:00:00,0,0,0,0
2020-01-13 03:00:00,0,0,0,0
2020-01-13 04:00:00,0,0,0,0
2020-01-13 05:00:00,0,0,0,0
2020-01-13 06:00:00,0,0,0,0
2020-01-13 07:00:00,0,0,0,0
2020-01-13 08:00:00,0,0,0,0
2020-01-13 09:00:00,0,0,0,0
2020-01-13 10:00:00,0,0,0,0
2020-01-13 11:00:00,0,0,0,0
2020-01-13 12:00:00,0,0,0,0
2020-01-13 13:00:00,0,0,0,0
2020-01-13 14:00:00,0,0,0,0
2020-01-13 15:00:00,0,0,0,0
2020-01-13 16:00:00,0,0,0.0355999991297722,0.0223999992012978
2020-01-13 17:00:00,0,0,0,0
2020-01-13 18:00:00,0,0,0,0
2020-01-13 19:00:00,0,0,0,0
2020-01-13 20:00:00,0,0,0,0
2020-01-13 21:00:00,0,0,0,0
2020-01-13 22:00:00,0,0,0,0
2020-01-13 23:00:00,0,0,0,0
2020-01-14 00:00:00,0,0,0,0
2020-01-14 01:00:00,0,0,0,0
2020-01-14 02:00:00,0,0,0,0
2020-01-14 03:00:00,0,0,0,0
2020-01-14 04:00:00,0,0,0,0
2020-01-14 05:00:00,0,0,0,0
2020-01-14 06:00:00,0,0,0,0
2020-01-14 07:00:00,0.0843999981880188,0.0031999999191612,0.0007999999797903,0.00680000009015203
2020-01-14 08:00:00,1.47599995136261,1.78480005264282,0.654799997806549,0.901600003242493
2020-01-14 09:00:00,0.29679998755455,0.263200014829636,0.112800002098083,0.180800005793571
2020-01-14 10:00:00,1.24160003662109,1.4831999540329,0.619199991226196,0.896399974822998
2020-01-14 11:00:00,0,0.00039999998989515,0.00719999987632036,0.0199999995529652
2020-01-14 12:00:00,0.196799993515015,0.382400006055832,0.166400000452995,0.368800014257431
2020-01-14 13:00:00,0,0.153600007295609,0,0
2020-01-14 14:00:00,0,0.0724000036716461,0.0324000008404255,0.360000014305115
2020-01-14 15:00:00,0.151199996471405,0.0839999988675117,0.778400003910065,0.506399989128113
2020-01-14 16:00:00,0,0,0,0
2020-01-14 17:00:00,0,0,0,0
2020-01-14 18:00:00,0,0,0,0
2020-01-14 19:00:00,0,0,0,0
2020-01-14 20:00:00,0,0,0,0
2020-01-14 21:00:00,0,0,0,0
2020-01-14 22:00:00,0,0,0,0
2020-01-14 23:00:00,0,0,0,0
2020-01-15 00:00:00,0,0,0,0
2020-01-15 01:00:00,0,0,0,0
2020-01-15 02:00:00,0,0,0,0
2020-01-15 03:00:00,0,0,0,0
2020-01-15 04:00:00,0,0,0,0
2020-01-15 05:00:00,0,0,0,0
2020-01-15 06:00:00,0,0,0,0
2020-01-15 07:00:00,0,0,0,0
2020-01-15 08:00:00,0,0,0,0
2020-01-15 09:00:00,0,0,0,0
2020-01-15 10:00:00,0,0,0,0
2020-01-15 11:00:00,0,0,0,0
2020-01-15 12:00:00,0,0,0,0
2020-01-15 13:00:00,0,0,0,0
2020-01-15 14:00:00,0,0,0,0
2020-01-15 15:00:00,0,0,0,0
2020-01-15 16:00:00,0,0,0,0
2020-01-15 17:00:00,0,0,0,0
2020-01-15 18:00:00,0,0,0,0
2020-01-15 19:00:00,0,0,0,0
2020-01-15 20:00:00,0,0,0,0
2020-01-15 21:00:00,0,0,0,0
2020-01-15 22:00:00,0,0,0,0
2020-01-15 23:00:00,0,0,0,0
2020-01-16 00:00:00,0,0,0,0
2020-01-16 01:00:00,0,0,0,0
2020-01-16 02:00:00,0,0,0,0
2020-01-16 03:00:00,0,0,0,0
2020-01-16 04:00:00,0,0,0,0
2020-01-16 05:00:00,0,0,0,0
2020-01-16 06:00:00,0,0,0,0
2020-01-16 07:00:00,0,0,0,0
2020-01-16 08:00:00,0,0,0,0
2020-01-16 09:00:00,0,0,0,0
2020-01-16 10:00:00,0,0,0,0
2020-01-16 11:00:00,0,0,0,0
2020-01-16 12:00:00,0,0,0,0
2020-01-16 13:00:00,0,0,0,0
2020-01-16 14:00:00,0,0,0,0
2020-01-16 15:00:00,0,0,0,0
2020-01-16 16:00:00,0,0,0,0
2020-01-16 17:00:00,0,0,0,0
2020-01-16 18:00:00,0,0,0,0
2020-01-16 19:00:00,0,0,0,0
2020-01-16 20:00:00,0,0,0,0
2020-01-16 21:00:00,0,0,0,0
2020-01-16 22:00:00,0,0,0,0
2020-01-16 23:00:00,0,0,0,0
2020-01-17 00:00:00,0,0,0,0
2020-01-17 01:00:00,0,0,0,0
2020-01-17 02:00:00,0,0,0,0
2020-01-17 03:00:00,0,0,0,0
2020-01-17 04:00:00,0,0,0,0
2020-01-17 05:00:00,0,0,0,0
2020-01-17 06:00:00,0,0,0,0
2020-01-17 07:00:00,0,0,0,0
2020-01-17 08:00:00,0,0,0,0
2020-01-17 09:00:00,0,0,0,0
2020-01-17 10:00:00,0,0,0,0
2020-01-17 11:00:00,0,0,0,0
2020-01-17 12:00:00,0,0,0,0
2020-01-17 13:00:00,0,0,0,0
2020-01-17 14:00:00,0,0,0,0
2020-01-17 15:00:00,0,0,0,0
2020-01-17 16:00:00,0,0,0,0
2020-01-17 17:00:00,0,0,0,0
2020-01-17 18:00:00,0,0,0,0
2020-01-17 19:00:00,0,0,0,0
2020-01-17 20:00:00,0,0,0,0
2020-01-17 21:00:00,0,0,0,0
2020-01-17 22:00:00,0,0,0,0
2020-01-17 23:00:00,0,0,0,0
2020-01-18 00:00:00,0,0,0,0
2020-01-18 01:00:00,0,0,0,0
2020-01-18 02:00:00,0,0,0,0
2020-01-18 03:00:00,0,0,0,0
2020-01-18 04:00:00,0,0,0,0
2020-01-18 05:00:00,0,0,0,0
2020-01-18 06:00:00,0,0,0,0
2020-01-18 07:00:00,0,0,0,0
2020-01-18 08:00:00,0,0,0,0
2020-01-18 09:00:00,0,0,0,0
2020-01-18 10:00:00,0,0,0,0
2020-01-18 11:00:00,0,0,0,0
2020-01-18 12:00:00,0,0,0,0
2020-01-18 13:00:00,0,0,0,0
2020-01-18 14:00:00,0,0,0,0.0015999999595806
2020-01-18 15:00:00,0,0,0,0
2020-01-18 16:00:00,0,0,0,0
2020-01-18 17:00:00,0,0,0,0
2020-01-18 18:00:00,0.215200006961823,0.258799999952316,0.156000003218651,0.166800007224083
2020-01-18 19:00:00,0.284000039100647,0.275200039148331,0.197600021958351,0.20880001783371
2020-01-18 20:00:00,1.03919994831085,1.0440000295639,0.517599999904633,0.614400029182434
2020-01-18 21:00:00,1.30560004711151,1.3944000005722,0.680800020694733,0.849200010299683
2020-01-18 22:00:00,0.382400006055832,0.3783999979496,0.1824000030756,0.227200001478195
2020-01-18 23:00:00,0.212400004267693,0.213599994778633,0.152400001883507,0.166400000452995
2020-01-19 00:00:00,0.00240000011399388,0,0,0
2020-01-19 01:00:00,0.184599995613098,0.204199999570847,0.0794000029563904,0.105200000107288
2020-01-19 02:00:00,0,0,0,0
2020-01-19 03:00:00,0,0,0,0
2020-01-19 04:00:00,0,0,0,0
2020-01-19 05:00:00,0,0,0,0
2020-01-19 06:00:00,0,0,0,0
2020-01-19 07:00:00,0,0,0,0
2020-01-19 08:00:00,0,0,0,0
2020-01-19 09:00:00,0,0,0,0
2020-01-19 10:00:00,0,0,0,0
2020-01-19 11:00:00,0,0,0,0
2020-01-19 12:00:00,0,0,0,0
2020-01-19 13:00:00,0,0,0,0
2020-01-19 14:00:00,0,0,0,0
2020-01-19 15:00:00,0,0,0,0
2020-01-19 16:00:00,0,0,0,0
2020-01-19 17:00:00,0,0,0,0
2020-01-19 18:00:00,0,0,0,0
2020-01-19 19:00:00,0,0,0,0
2020-01-19 20:00:00,0,0,0,0
2020-01-19 21:00:00,0,0,0,0
2020-01-19 22:00:00,0,0,0,0
2020-01-19 23:00:00,0,0,0,0
2020-01-20 00:00:00,0,0,0,0
2020-01-20 01:00:00,0,0,0,0
2020-01-20 02:00:00,0,0,0,0
2020-01-20 03:00:00,0,0,0,0
2020-01-20 04:00:00,0,0,0,0
2020-01-20 05:00:00,0,0,0,0
2020-01-20 06:00:00,0,0,0,0
2020-01-20 07:00:00,0,0,0,0
2020-01-20 08:00:00,0,0,0,0
2020-01-20 09:00:00,0,0,0,0
2020-01-20 10:00:00,0,0,0,0
2020-01-20 11:00:00,0,0,0,0
2020-01-20 12:00:00,0,0,0,0
2020-01-20 13:00:00,0,0,0,0
2020-01-20 14:00:00,0,0,0,0
2020-01-20 15:00:00,0,0,0,0
2020-01-20 16:00:00,0,0,0,0
2020-01-20 17:00:00,0,0,0,0
2020-01-20 18:00:00,0,0,0,0
2020-01-20 19:00:00,0,0,0,0
2020-01-20 20:00:00,0,0,0,0
2020-01-20 21:00:00,0,0,0,0
2020-01-20 22:00:00,0,0,0,0
2020-01-20 23:00:00,0,0,0,0
2020-01-21 00:00:00,0,0,0,0
2020-01-21 01:00:00,0,0,0,0
2020-01-21 02:00:00,0,0,0,0
2020-01-21 03:00:00,0,0,0,0
2020-01-21 04:00:00,0,0,0,0
2020-01-21 05:00:00,0,0,0,0
2020-01-21 06:00:00,0,0,0,0
2020-01-21 07:00:00,0,0,0,0
2020-01-21 08:00:00,0,0,0,0
2020-01-21 09:00:00,0,0,0,0
2020-01-21 10:00:00,0,0,0,0
2020-01-21 11:00:00,0,0,0,0
2020-01-21 12:00:00,0,0,0,0
2020-01-21 13:00:00,0,0,0,0
2020-01-21 14:00:00,0,0,0,0
2020-01-21 15:00:00,0,0,0,0
2020-01-21 16:00:00,0,0,0,0
2020-01-21 17:00:00,0,0,0,0
2020-01-21 18:00:00,0,0,0,0
2020-01-21 19:00:00,0,0,0,0
2020-01-21 20:00:00,0,0,0,0
2020-01-21 21:00:00,0,0,0,0
2020-01-21 22:00:00,0,0,0,0
2020-01-21 23:00:00,0,0,0,0
2020-01-22 00:00:00,0,0,0,0
2020-01-22 01:00:00,0,0,0,0
2020-01-22 02:00:00,0,0,0,0
2020-01-22 03:00:00,0,0,0,0
2020-01-22 04:00:00,0,0,0,0
2020-01-22 05:00:00,0,0,0,0
2020-01-22 06:00:00,0,0,0,0
2020-01-22 07:00:00,0,0,0,0
2020-01-22 08:00:00,0,0,0,0
2020-01-22 09:00:00,0,0,0,0
2020-01-22 10:00:00,0,0,0,0
2020-01-22 11:00:00,0,0,0,0
2020-01-22 12:00:00,0,0,0,0
2020-01-22 13:00:00,0,0,0,0
2020-01-22 14:00:00,0,0,0,0
2020-01-22 15:00:00,0,0,0,0
2020-01-22 16:00:00,0,0,0,0
2020-01-22 17:00:00,0,0,0,0
2020-01-22 18:00:00,0,0,0,0
2020-01-22 19:00:00,0,0,0,0
2020-01-22 20:00:00,0,0,0,0
2020-01-22 21:00:00,0,0,0,0
2020-01-22 22:00:00,0,0,0,0
2020-01-22 23:00:00,0,0,0,0
2020-01-23 00:00:00,0,0,0,0
2020-01-23 01:00:00,0,0,0,0
2020-01-23 02:00:00,0,0,0,0
2020-01-23 03:00:00,0,0,0,0
2020-01-23 04:00:00,0,0,0,0
2020-01-23 05:00:00,0,0,0,0
2020-01-23 06:00:00,0,0,0,0
2020-01-23 07:00:00,0,0,0,0
2020-01-23 08:00:00,0,0,0,0
2020-01-23 09:00:00,0,0,0,0
2020-01-23 10:00:00,0,0,0,0
2020-01-23 11:00:00,0,0,0,0
2020-01-23 12:00:00,0,0,0,0
2020-01-23 13:00:00,0,0,0,0
2020-01-23 14:00:00,0,0,0,0
2020-01-23 15:00:00,0,0,0,0
2020-01-23 16:00:00,0,0,0,0
2020-01-23 17:00:00,0,0,0,0
2020-01-23 18:00:00,0,0,0,0
2020-01-23 19:00:00,0,0,0,0
2020-01-23 20:00:00,0,0,0,0
2020-01-23 21:00:00,0,0,0,0
2020-01-23 22:00:00,0,0,0,0
2020-01-23 23:00:00,0,0,0,0
